string,lexicality,ope,Lpe,spe,letter_length,in_lexicon,ope_norm,Lpe_norm,spe_norm,oLpe_norm_sum,ospe_norm_sum,Lspe_norm_sum,oLspe_norm_sum,ope_norm_dec_LCM_0.04,ape_norm_dec_LCM_0.96,spe_norm_dec_LCM_0.99,oaspe_norm_sum_dec_LCM_1.99,ope_norm_entro,ape_norm_entro,spe_norm_entro,oaspe_norm_sum_entro,ope_norm_dec_p50,ape_norm_dec_p50,spe_norm_dec_p50,aspe_norm_dec_p50,ospe_norm_dec_p50,oape_norm_dec_p50,oaspe_norm_dec_p50
Enten,word,297.59794,4.5352203280797685,3.963653908009006,5,True,0.0371997425,0.9070440656159537,0.9909134770022515,0.9442438081159538,1.0281132195022515,1.8979575426182054,1.9351572851182053,1,1,1,1,0.8117980807463648,0.8344306854714569,0.46503146328098066,0.9105182011684138,1,1,0,0,1,1,1
Erdöl,word,370.48054,4.80862013509167,3.9614023801865548,5,True,0.0463100675,0.9617240270183339,0.9903505950466387,1.008034094518334,1.0366606625466388,1.9520746220649725,1.9983846895649728,0,0,1,0,0.8854882494567283,0.7406799474774696,0.4414919852107155,0.6381013793137547,1,0,0,0,1,1,1
Ernst,word,296.09553,4.597619813444838,3.9614023801865548,5,True,0.03701194125,0.9195239626889675,0.9903505950466387,0.9565359039389675,1.0273625362966388,1.9098745577356062,1.9468864989856063,1,1,1,1,0.8117980807463648,0.9967261251487576,0.4414919852107155,0.9975601258495412,1,1,0,0,1,1,1
Esche,word,282.08556,4.585397233837247,3.964940495336121,5,True,0.035260695,0.9170794467674493,0.9912351238340302,0.9523401417674493,1.0264958188340303,1.9083145706014797,1.9435752656014795,1,1,0,1,0.7544842162335712,0.9807842545748884,0.46503146328098066,0.9879332320854358,1,1,0,0,1,1,1
Essen,word,274.90061,4.574139594724992,3.9636539080090056,5,True,0.03436257625,0.9148279189449984,0.9909134770022514,0.9491904951949983,1.0252760532522514,1.9057413959472498,1.9401039721972497,1,1,1,1,0.7334889376418648,0.9626268489065332,0.46503146328098066,0.9627123324354258,1,1,0,0,1,1,1
Essig,word,333.21583,4.836281762624639,3.9639755548407845,5,True,0.04165197875,0.9672563525249277,0.9909938887101961,1.0089083312749276,1.0326458674601962,1.958250241235124,1.999902219985124,0,0,1,0,1.0,0.7017454246832392,0.46503146328098066,0.622000826442099,1,0,0,0,1,1,1
Etage,word,321.8366,4.546799614023802,3.965583788999678,5,True,0.040229575,0.9093599228047603,0.9913959472499195,0.9495894978047603,1.0316255222499195,1.9007558700546798,1.9409854450546797,0,1,0,1,0.9476027918035057,0.8730026347781327,0.46503146328098066,0.9700611107370675,1,1,0,0,1,1,1
Ethik,word,362.09135,4.8150530717272435,3.9652621421678997,5,True,0.04526141875,0.9630106143454487,0.9913155355419749,1.0082720330954487,1.036576954291975,1.9543261498874236,1.9995875686374236,0,0,0,0,0.9431561117449961,0.7330633401652221,0.46503146328098066,0.622000826442099,1,0,0,0,1,1,1
Euter,word,293.07012,4.538115149565777,3.964940495336121,5,True,0.036633765,0.9076230299131554,0.9912351238340302,0.9442567949131554,1.0278688888340302,1.8988581537471856,1.9354919187471855,1,1,0,1,0.8117980807463648,0.8534205216725141,0.46503146328098066,0.9105182011684138,1,1,0,0,1,1,1
Fabel,word,327.18334,4.4844001286587325,3.931810871662914,5,True,0.0408979175,0.8968800257317465,0.9829527179157285,0.9377779432317466,1.0238506354157284,1.879832743647475,1.9207306611474748,0,1,1,1,0.9820629691813157,0.6205311538683513,0.9220959678931308,0.6679551953515421,1,1,0,1,1,1,1
Falke,word,328.0238,4.3493084593116755,3.930524284335799,5,True,0.041002975,0.8698616918623351,0.9826310710839498,0.910864666862335,1.0236340460839497,1.8524927629462848,1.8934957379462847,0,1,1,1,0.9820629691813157,0.3106267315493767,0.9220959678931308,0.19276011356297346,1,1,0,1,1,1,1
Falle,word,333.09939,4.329044708909617,3.929880990672242,5,True,0.041637423750000006,0.8658089417819234,0.9824702476680605,0.9074463655319234,1.0241076714180604,1.848279189449984,1.8899166131999836,0,1,1,1,1.0,0.2729934436484965,0.8057798838009468,0.15948838549749114,1,1,0,1,1,1,1
Fälle,word,351.09231,4.466066259247347,3.9382438082984876,5,True,0.04388653875,0.8932132518494693,0.9845609520746219,0.9370997905994694,1.028447490824622,1.8777742039240912,1.9216607426740913,0,1,1,1,0.9805796778352424,0.5445240279503144,1.0,0.6872416348826824,1,1,0,1,1,1,1
Faser,word,275.7964,4.436153103891926,3.930845931167578,5,True,0.03447455,0.8872306207783852,0.9827114827918945,0.9217051707783852,1.0171860327918945,1.8699421035702797,1.9044166535702796,1,1,1,1,0.7334889376418648,0.45783437527141135,0.9220959678931308,0.3404711146714843,1,1,0,1,1,1,1
Faune,word,282.39723,4.344805403666774,3.9295593438404635,5,True,0.03529965375,0.8689610807333548,0.9823898359601159,0.9042607344833548,1.0176894897101159,1.8513509166934705,1.8866505704434706,1,1,1,1,0.7544842162335712,0.301366495030171,0.8057798838009468,0.13122695221494,1,1,0,1,1,1,1
Fazit,word,305.16822,4.561273721453844,3.931810871662914,5,True,0.038146027500000006,0.9122547442907688,0.9829527179157285,0.9504007717907688,1.0210987454157285,1.8952074622064972,1.9333534897064975,0,1,1,1,0.8541221314228913,0.9238186458971878,0.9220959678931308,0.8825405303886322,1,1,0,1,1,1,1
Feder,word,299.39563,4.4705693148922485,3.9343840463171436,5,True,0.037424453749999996,0.8941138629784497,0.9835960115792859,0.9315383167284498,1.0210204653292858,1.8777098745577356,1.9151343283077356,1,1,1,1,0.8117980807463648,0.5626570602304828,0.9929192007770243,0.5440421919198484,1,1,0,1,1,1,1
Feier,word,293.69508,4.42779028626568,3.9330974589900287,5,True,0.036711885,0.8855580572531361,0.9832743647475072,0.9222699422531361,1.0199862497475072,1.8688324220006431,1.9055443070006433,1,1,1,1,0.8117980807463648,0.4467357043350252,0.9220959678931308,0.37475930436664084,1,1,0,1,1,1,1
Feige,word,318.04374,4.370537150209071,3.9330974589900287,5,True,0.0397554675,0.8741074300418141,0.9832743647475072,0.9138628975418142,1.023029832247507,1.8573817947893212,1.8971372622893212,0,1,1,1,0.9476027918035057,0.3434816998160023,0.9220959678931308,0.24070584973404918,1,1,0,1,1,1,1
Felge,word,331.64104,4.373110324863299,3.9327758121582503,5,True,0.04145513,0.8746220649726599,0.9831939530395626,0.9160771949726599,1.0246490830395625,1.8578160180122225,1.8992711480122224,0,1,1,1,0.9820629691813157,0.35144690356187325,0.9220959678931308,0.26597262045854825,1,1,0,1,1,1,1
Felle,word,331.65005,4.344162110003216,3.9324541653264715,5,True,0.041456256250000004,0.8688324220006433,0.9831135413316179,0.9102886782506433,1.024569797581618,1.8519459633322612,1.8934022195822613,0,1,1,1,0.9820629691813157,0.301366495030171,0.9220959678931308,0.19276011356297346,1,1,0,1,1,1,1
Ferse,word,268.93824,4.33097458990029,3.9337407526535864,5,True,0.03361728,0.866194917980058,0.9834351881633966,0.899812197980058,1.0170524681633966,1.8496301061434546,1.8832473861434544,1,1,1,1,0.7334889376418648,0.2729934436484965,0.9220959678931308,0.09759774030070946,1,1,0,1,1,1,1
Fette,word,288.945,4.334834351881634,3.9343840463171436,5,True,0.036118125,0.8669668703763268,0.9835960115792859,0.9030849953763268,1.019714136579286,1.8505628819556126,1.8866810069556128,1,1,1,1,0.7786879824526677,0.2825283628001185,0.9929192007770243,0.13122695221494,1,1,0,1,1,1,1
Figur,word,350.62303,4.69893856545513,3.936313927307816,5,True,0.04382787875,0.9397877130910259,0.984078481826954,0.983615591841026,1.027906360576954,1.9238661949179798,1.96769407366798,0,1,1,1,0.9805796778352424,0.8972859250168339,0.9929192007770243,0.9022035857735724,1,0,0,0,1,1,1
Filet,word,334.72821,4.407204889031843,3.93534898681248,5,True,0.041841026249999996,0.8814409778063685,0.98383724670312,0.9232820040563685,1.02567827295312,1.8652782245094885,1.9071192507594885,0,1,1,1,1.0,0.3984057350964084,0.9929192007770243,0.39265513523506274,1,1,0,1,1,1,1
Finne,word,304.10614,4.389192666452235,3.93534898681248,5,True,0.038013267499999996,0.877838533290447,0.98383724670312,0.915851800790447,1.02185051420312,1.861675779993567,1.899689047493567,1,1,1,1,0.8541221314228913,0.37383061977338783,0.9929192007770243,0.28043065964888025,1,1,0,1,1,1,1
Finte,word,308.83693,4.380186555162432,3.93534898681248,5,True,0.03860461625,0.8760373110324864,0.98383724670312,0.9146419272824864,1.02244186295312,1.8598745577356064,1.8984791739856064,0,1,1,1,0.9019072664151863,0.35929753056698027,0.9929192007770243,0.2531358967244966,1,1,0,1,1,1,1
Firma,word,341.92634,4.682856223866195,3.935992280476037,5,True,0.0427407925,0.936571244773239,0.9839980701190093,0.979312037273239,1.0267388626190093,1.9205693148922482,1.9633101073922483,0,1,1,1,0.99949535091748,0.9189830400827811,0.9929192007770243,0.9426401197436469,1,0,0,0,1,1,1
First,word,312.06143,4.541974911547122,3.935992280476037,5,True,0.03900767875,0.9083949823094244,0.9839980701190093,0.9474026610594244,1.0230057488690094,1.8923930524284338,1.9314007311784338,0,1,1,1,0.9019072664151863,0.8534205216725141,0.9929192007770243,0.8538965921752856,1,1,0,1,1,1,1
Flash,word,337.47668,4.763267931810871,3.931810871662914,5,True,0.042184585,0.9526535863621742,0.9829527179157285,0.9948381713621742,1.0251373029157285,1.9356063042779028,1.9777908892779026,0,1,1,1,1.0,0.810008384209617,0.9220959678931308,0.811580431225796,1,0,0,0,1,1,1
Fleck,word,349.20843,4.792537793502733,3.931810871662914,5,True,0.04365105375,0.9585075587005466,0.9829527179157285,1.0021586124505466,1.0266037716657284,1.941460276616275,1.985111330366275,0,0,1,1,0.9805796778352424,0.7646414037227567,0.9220959678931308,0.7489074028817546,1,0,0,0,1,1,1
Flirt,word,350.6375,4.623994853650691,3.931810871662914,5,True,0.0438296875,0.9247989707301383,0.9829527179157285,0.9686286582301383,1.0267824054157284,1.9077516886458667,1.9515813761458667,0,1,1,1,0.9805796778352424,0.9954142208319572,0.9220959678931308,0.997760624226874,1,0,0,0,1,1,1
Flöße,word,363.14345,4.5783210035381146,3.9321325184946927,5,True,0.04539293125,0.9156642007076229,0.9830331296236732,0.9610571319576229,1.0284260608736733,1.898697330331296,1.9440902615812963,0,1,1,1,0.9431561117449961,0.9727916111773359,0.9220959678931308,0.9879332320854358,1,1,0,0,1,1,1
Flöte,word,339.80412,4.512705049855259,3.9321325184946927,5,True,0.042475515,0.9025410099710518,0.9830331296236732,0.9450165249710518,1.0255086446236732,1.885574139594725,1.928049654594725,0,1,1,1,1.0,0.7483237199388556,0.9220959678931308,0.8015516783533667,1,1,0,1,1,1,1
Fluch,word,342.61821,4.79832743647475,3.930524284335799,5,True,0.04282727625,0.95966548729495,0.9826310710839498,1.00249276354495,1.0254583473339498,1.9422965583788998,1.9851238346289,0,0,1,1,0.99949535091748,0.7565024012281012,0.9220959678931308,0.7489074028817546,1,0,0,0,1,1,1
Fluid,word,376.77453,4.77356063042779,3.930524284335799,5,True,0.047096816250000006,0.954712126085558,0.9826310710839498,1.001808942335558,1.0297278873339497,1.9373431971695076,1.9844400134195077,0,1,1,1,0.8032143393135899,0.7950526900468634,0.9220959678931308,0.7573834182963174,1,0,0,0,1,1,1
Fluss,word,316.33097,4.640077195239627,3.930524284335799,5,True,0.03954137125,0.9280154390479254,0.9826310710839498,0.9675568102979254,1.0221724423339498,1.9106465101318753,1.9501878813818752,0,1,1,1,0.9476027918035057,0.9823423658203857,0.9220959678931308,0.9999440043098642,1,0,0,0,1,1,1
Flyer,word,358.13348,4.6117722740431,3.93277581215825,5,True,0.044766685,0.9223544548086201,0.9831939530395625,0.9671211398086201,1.0279606380395625,1.9055484078481826,1.9503150928481827,0,1,1,1,0.9431561117449961,1.0,0.9220959678931308,0.9999440043098642,1,1,0,0,1,1,1
Föhne,word,311.26632,4.502733998070119,3.9411386297844966,5,True,0.03890829,0.9005467996140238,0.9852846574461241,0.9394550896140238,1.0241929474461242,1.885831457060148,1.9247397470601482,0,1,1,1,0.9019072664151863,0.7063633399624013,1.0,0.7470155453860604,1,1,0,1,1,1,1
Folie,word,323.1827,4.407848182695401,3.9366355741395944,5,True,0.0403978375,0.8815696365390802,0.9841588935348986,0.9219674740390802,1.0245567310348986,1.8657285300739788,1.9061263675739788,0,1,1,1,0.9476027918035057,0.40660681173511154,0.9929192007770243,0.37475930436664084,1,1,0,1,1,1,1
Forst,word,290.66517,4.538115149565777,3.9356706336442584,5,True,0.03633314625,0.9076230299131554,0.9839176584110646,0.9439561761631553,1.0202508046610645,1.8915406883242198,1.92787383457422,1,1,1,1,0.7786879824526677,0.8534205216725141,0.9929192007770243,0.8015516783533667,1,1,0,1,1,1,1
Forum,word,331.70505,4.6899324541653264,3.9356706336442584,5,True,0.04146313125,0.9379864908330653,0.9839176584110646,0.9794496220830653,1.0253807896610645,1.92190414924413,1.9633672804941298,0,1,1,1,0.9820629691813157,0.9119931136696068,0.9929192007770243,0.9426401197436469,1,0,0,0,1,1,1
Föten,word,310.57414,4.5155998713412675,3.9408169829527178,5,True,0.0388217675,0.9031199742682535,0.9852042457381794,0.9419417417682535,1.0240260132381795,1.888324220006433,1.927145987506433,0,1,1,1,0.9019072664151863,0.7483237199388556,1.0,0.7843886142621479,1,1,0,1,1,1,1
Fotos,word,286.08202,4.59440334512705,3.9369572209713732,5,True,0.0357602525,0.9188806690254101,0.9842393052428433,0.9546409215254101,1.0199995577428433,1.9031199742682534,1.9388802267682534,1,1,1,1,0.7786879824526677,0.9928215827417932,0.9929192007770243,0.9537683516055758,1,1,0,0,1,1,1
Fötus,word,312.76906,4.677709874557736,3.9408169829527178,5,True,0.039096132500000005,0.9355419749115471,0.9852042457381794,0.9746381074115471,1.0243003782381794,1.9207462206497266,1.9598423531497264,0,1,1,1,0.9019072664151863,0.9260546084441965,1.0,0.9635027354361418,1,0,0,0,1,1,1
Fouls,word,316.31103,4.575426182052107,3.937278867803152,5,True,0.03953887875,0.9150852364104214,0.984319716950788,0.9546241151604213,1.023858595700788,1.8994049533612094,1.9389438321112094,0,1,1,1,0.9476027918035057,0.9626268489065332,0.9929192007770243,0.9537683516055758,1,1,0,0,1,1,1
Foyer,word,321.76906,4.554519137986491,3.937278867803152,5,True,0.040221132500000006,0.9109038275972982,0.984319716950788,0.9511249600972982,1.024540849450788,1.8952235445480863,1.935444677048086,0,1,1,1,0.9476027918035057,0.9088718360104469,0.9929192007770243,0.9105182011684138,1,1,0,1,1,1,1
Frage,word,321.4101,4.468961080733354,3.9321325184946927,5,True,0.0401762625,0.8937922161466709,0.9830331296236732,0.9339684786466709,1.0232093921236731,1.876825345770344,1.917001608270344,0,1,1,1,0.9476027918035057,0.5626570602304828,0.9220959678931308,0.5845815282044996,1,1,0,1,1,1,1
Franc,word,302.71502,4.737536185268574,3.9318108716629143,5,True,0.0378393775,0.9475072370537149,0.9829527179157286,0.9853466145537149,1.0207920954157286,1.9304599549694434,1.9682993324694436,1,1,1,1,0.8541221314228913,0.8441474033044316,0.9220959678931308,0.9022035857735724,1,0,0,0,1,1,1
Frost,word,299.43969,4.625603087809585,3.9334191058218075,5,True,0.03742996125,0.9251206175619171,0.9833547764554519,0.9625505788119171,1.020784737705452,1.908475394017369,1.945905355267369,1,1,1,1,0.8117980807463648,0.9954142208319572,0.9220959678931308,0.995268733613508,1,0,0,0,1,1,1
Frühe,word,324.80444,4.518494692827275,3.9343840463171436,5,True,0.040600554999999997,0.903698938565455,0.9835960115792859,0.9442994935654551,1.0241965665792858,1.887294950144741,1.9278955051447408,0,1,1,1,0.9820629691813157,0.7708097289332796,0.9929192007770243,0.8015516783533667,1,1,0,1,1,1,1
Fugen,word,322.09424,4.487294950144742,3.938565455130267,5,True,0.040261780000000004,0.8974589900289484,0.9846413637825667,0.9377207700289484,1.0249031437825666,1.882100353811515,1.9223621338115149,0,1,1,1,0.9476027918035057,0.6205311538683513,1.0,0.6872416348826824,1,1,0,1,1,1,1
Fuhre,word,301.78032,4.464136378256674,3.938565455130267,5,True,0.03772254,0.8928272756513348,0.9846413637825667,0.9305498156513348,1.0223639037825667,1.8774686394339015,1.9151911794339016,1,1,1,1,0.8541221314228913,0.5445240279503144,1.0,0.5440421919198484,1,1,0,1,1,1,1
Fülle,word,360.03763,4.469604374396912,3.9379221614667097,5,True,0.04500470375,0.8939208748793824,0.9844805403666774,0.9389255786293824,1.0294852441166775,1.87840141524606,1.92340611899606,0,1,1,1,0.9431561117449961,0.5626570602304828,0.9929192007770243,0.7063235777781696,1,1,0,1,1,1,1
Funke,word,311.6478,4.434866516564812,3.937600514634931,5,True,0.038955975000000004,0.8869733033129623,0.9844001286587327,0.9259292783129623,1.0233561036587326,1.871373431971695,1.910329406971695,0,1,1,1,0.9019072664151863,0.45783437527141135,0.9929192007770243,0.4459309870211065,1,1,0,1,1,1,1
Furie,word,304.16307,4.415246059826311,3.938565455130267,5,True,0.03802038375,0.8830492119652622,0.9846413637825667,0.9210695957152621,1.0226617475325668,1.867690575747829,1.905710959497829,1,1,1,1,0.8541221314228913,0.4152322748866395,1.0,0.37475930436664084,1,1,0,1,1,1,1
Fürst,word,313.75748,4.609842393052429,3.938243808298488,5,True,0.039219685,0.9219684786104858,0.984560952074622,0.9611881636104858,1.023780637074622,1.906529430685108,1.9457491156851079,0,1,1,1,0.9019072664151863,1.0,1.0,0.995268733613508,1,1,0,0,1,1,1
Gabel,word,339.53651,4.496301061434545,3.9466066259247343,5,True,0.04244206375,0.8992602122869091,0.9866516564811836,0.9417022760369091,1.0290937202311836,1.8859118687680927,1.9283539325180927,0,1,1,1,1.0,0.6618352310291648,0.8189135016045901,0.8015516783533667,1,1,0,1,1,1,1
Gagen,word,323.25378,4.402380186555163,3.947893213251849,5,True,0.0404067225,0.8804760373110326,0.9869733033129623,0.9208827598110326,1.0273800258129624,1.867449340623995,1.9078560631239951,0,1,1,1,0.9476027918035057,0.38994561679601775,0.8189135016045901,0.40948047271272303,1,1,0,1,1,1,1
Garbe,word,303.12673,4.361852685751045,3.9462849790929555,5,True,0.03789084125,0.8723705371502091,0.9865712447732389,0.910261378400209,1.024462086023239,1.858941781923448,1.896832623173448,1,1,1,1,0.8541221314228913,0.32756753878521333,0.8189135016045901,0.24070584973404918,1,1,0,1,1,1,1
Garde,word,310.32583,4.3512383403023485,3.9466066259247343,5,True,0.038790728749999996,0.8702476680604697,0.9866516564811836,0.9090383968104697,1.0254423852311836,1.8568993245416534,1.8956900532916534,0,1,1,1,0.9019072664151863,0.3106267315493767,0.8189135016045901,0.22757810206474743,1,1,0,1,1,1,1
Gäule,word,339.40913,4.49501447410743,3.9520746220649725,5,True,0.04242614125,0.899002894821486,0.9880186555162431,0.941429036071486,1.0304447967662431,1.887021550337729,1.929447691587729,0,1,1,1,1.0,0.6618352310291648,0.6659956855726696,0.8196908996204787,1,1,0,1,1,1,1
Geäst,word,314.58636,4.581859118687682,3.941781923448054,5,True,0.039323295,0.9163718237375363,0.9854454808620134,0.9556951187375363,1.0247687758620134,1.90181730459955,1.9411405995995499,0,1,1,1,0.9019072664151863,0.9727916111773359,1.0,0.9700611107370675,1,1,0,0,1,1,1
Gebet,word,305.55002,4.406239948536507,3.9401736892891606,5,True,0.038193752500000004,0.8812479897073014,0.9850434223222901,0.9194417422073015,1.0232371748222902,1.8662914120295917,1.9044851645295915,0,1,1,1,0.8541221314228913,0.3984057350964084,1.0,0.3404711146714843,1,1,0,1,1,1,1
Gehör,word,328.51496,4.6722418784174975,3.9411386297844966,5,True,0.041064369999999996,0.9344483756834995,0.9852846574461241,0.9755127456834994,1.0263490274461242,1.9197330331296236,1.9607974031296238,0,1,1,1,0.9820629691813157,0.9414019093185213,1.0,0.9573063867700918,1,0,0,0,1,1,1
Gelee,word,303.95819,4.208105500160824,3.9408169829527178,5,True,0.03799477375,0.8416211000321647,0.9852042457381794,0.8796158737821648,1.0231990194881795,1.8268253457703443,1.8648201195203442,1,1,1,1,0.8541221314228913,0.0,1.0,0.0,1,1,0,1,1,1,1
Genua,word,303.66774,4.649404953361209,3.9388871019620457,5,True,0.037958467499999995,0.9298809906722418,0.9847217754905114,0.9678394581722418,1.0226802429905115,1.9146027661627532,1.9525612336627534,1,1,1,1,0.8541221314228913,0.9697494073426073,1.0,0.9954956867634821,1,0,0,0,1,1,1
Geste,word,289.12287,4.3666773882277266,3.941460276616275,5,True,0.03614035875,0.8733354776455453,0.9853650691540687,0.9094758363955453,1.0215054279040687,1.858700546799614,1.894840905549614,1,1,1,1,0.7786879824526677,0.3353368597217776,1.0,0.21489581644236638,1,1,0,1,1,1,1
Getto,word,312.00418,4.628819556127373,3.9411386297844966,5,True,0.0390005225,0.9257639112254745,0.9852846574461241,0.9647644337254745,1.0242851799461241,1.9110485686715988,1.9500490911715986,0,1,1,1,0.9019072664151863,0.99165253980062,1.0,0.9999440043098642,1,0,0,0,1,1,1
Gifte,word,342.43519,4.458346735284658,3.9504663879060793,5,True,0.04280439875,0.8916693470569316,0.9876165969765198,0.9344737458069315,1.0304209957265198,1.8792859440334513,1.9220903427834513,0,1,1,1,0.99949535091748,0.5284920741562632,0.6659956855726696,0.6872416348826824,1,1,0,1,1,1,1
Gilde,word,361.93535,4.444515921518173,3.9511096815696365,5,True,0.045241918750000006,0.8889031843036346,0.9877774203924091,0.9341451030536346,1.0330193391424092,1.8766806046960438,1.9219225234460438,0,1,1,1,0.9431561117449961,0.48328772918548846,0.6659956855726696,0.6872416348826824,1,1,0,1,1,1,1
Glanz,word,342.14731,4.775168864586684,3.9511096815696365,5,True,0.04276841375,0.9550337729173368,0.9877774203924091,0.9978021866673368,1.0305458341424092,1.9428111933097458,1.985579607059746,0,1,1,1,0.99949535091748,0.7950526900468634,0.6659956855726696,0.7397233160791338,1,0,0,0,1,1,1
Gleis,word,343.86137,4.648440012865874,3.9517529752331937,5,True,0.04298267125,0.9296880025731747,0.9879382438082984,0.9726706738231747,1.0309209150582985,1.9176262463814733,1.9606089176314732,0,1,1,1,0.99949535091748,0.9697494073426073,0.6659956855726696,0.9573063867700918,1,0,0,0,1,1,1
Glied,word,373.28434,4.607912512061756,3.9517529752331937,5,True,0.0466605425,0.9215825024123513,0.9879382438082984,0.9682430449123512,1.0345987863082984,1.9095207462206498,1.9561812887206496,0,1,1,1,0.8032143393135899,1.0,0.6659956855726696,0.9853338122210273,1,1,0,0,1,1,1
Glück,word,385.28916,4.858475394017368,3.951431328401415,5,True,0.048161144999999995,0.9716950788034737,0.9878578321003537,1.0198562238034736,1.0360189771003536,1.9595529109038274,2.0077140559038273,0,0,1,0,0.6966134861020707,0.6682744073168058,0.6659956855726696,0.5593722119681042,1,0,0,0,1,1,1
Gongs,word,325.1219,4.5879704084914765,3.9507880347378577,5,True,0.040640237499999995,0.9175940816982953,0.9876970086844644,0.9582343191982953,1.0283372461844644,1.9052910903827596,1.9459313278827597,0,1,1,1,0.9820629691813157,0.9873256938395966,0.6659956855726696,0.995268733613508,1,1,0,0,1,1,1
Gören,word,317.33001,4.505950466387906,3.9523962688967513,5,True,0.03966625125,0.9011900932775813,0.9880990672241878,0.9408563445275813,1.0277653184741877,1.889289160501769,1.9289554117517689,0,1,1,1,0.9476027918035057,0.7063633399624013,0.6659956855726696,0.8196908996204787,1,1,0,1,1,1,1
Goten,word,304.93438,4.441621100032165,3.9504663879060793,5,True,0.038116797499999994,0.8883242200064331,0.9876165969765198,0.926441017506433,1.02573339447652,1.8759408169829528,1.914057614482953,0,1,1,1,0.8541221314228913,0.46968128125429637,0.6659956855726696,0.523163201969133,1,1,0,1,1,1,1
Gotin,word,331.21679,4.59954969443551,3.9504663879060793,5,True,0.04140209875,0.9199099388871019,0.9876165969765198,0.9613120376371019,1.0290186957265197,1.9075265358636218,1.9489286346136216,0,1,1,1,0.9820629691813157,0.9967261251487576,0.6659956855726696,1.0,1,1,0,0,1,1,1
Götze,word,313.8588,4.540045030556449,3.9523962688967513,5,True,0.03923235,0.9080090061112898,0.9880990672241878,0.9472413561112898,1.0273314172241879,1.8961080733354776,1.9353404233354776,0,1,1,1,0.9019072664151863,0.8534205216725141,0.6659956855726696,0.9105182011684138,1,1,0,0,1,1,1
Gouda,word,328.53812,4.729816661305886,3.9507880347378577,5,True,0.041067265,0.9459633322611772,0.9876970086844644,0.9870305972611773,1.0287642736844644,1.9336603409456417,1.9747276059456418,0,1,1,1,0.9820629691813157,0.8567228487248699,0.6659956855726696,0.8401972352677562,1,0,0,0,1,1,1
Greif,word,353.87231,4.744934062399485,3.943068510775169,5,True,0.04423403875,0.948986812479897,0.9857671276937923,0.993220851229897,1.0300011664437922,1.9347539401736893,1.9789879789236893,0,1,1,1,0.9805796778352424,0.8373124965392565,0.9387687566415613,0.8028522376745654,1,0,0,0,1,1,1
Griff,word,378.24767,4.760694757156641,3.9430685107751686,5,True,0.047280958750000004,0.9521389514313283,0.9857671276937922,0.9994199101813284,1.033048086443792,1.9379060791251206,1.9851870378751204,0,1,1,1,0.8032143393135899,0.8167542197258549,0.9387687566415613,0.7489074028817546,1,0,0,0,1,1,1
Grill,word,397.39788,4.690897394660663,3.9430685107751686,5,True,0.049674735,0.9381794789321326,0.9857671276937922,0.9878542139321326,1.0354418626937922,1.9239466066259248,1.973621341625925,0,1,1,1,0.4387822541976777,0.9119931136696068,0.9387687566415613,0.8489172030204534,1,0,0,0,1,1,1
Grips,word,348.08041,4.636217433258282,3.9430685107751686,5,True,0.043510051249999994,0.9272434866516563,0.9857671276937922,0.9707535379016563,1.0292771789437922,1.9130106143454486,1.9565206655954486,0,1,1,1,0.9805796778352424,0.9873475548890545,0.9387687566415613,0.9805439591087309,1,0,0,0,1,1,1
Grobe,word,315.74719,4.518173045995496,3.9437118044387263,5,True,0.03946839875,0.9036346091990992,0.9859279511096816,0.9431030079490992,1.0253963498596816,1.889562560308781,1.9290309590587809,0,1,1,1,0.9019072664151863,0.7708097289332796,0.9387687566415613,0.8196908996204787,1,1,0,1,1,1,1
Groll,word,380.67449,4.735284657446124,3.9437118044387263,5,True,0.04758431125,0.9470569314892249,0.9859279511096816,0.9946412427392248,1.0335122623596815,1.9329848825989064,1.9805691938489063,0,1,1,1,0.6966134861020707,0.8504464499168854,0.9387687566415613,0.7846888840066492,1,0,0,0,1,1,1
Größe,word,351.86008,4.558057253136056,3.9443550981022835,5,True,0.043982509999999995,0.9116114506272112,0.9860887745255709,0.9555939606272111,1.0300712845255708,1.8977002251527821,1.941682735152782,0,1,1,1,0.9805796778352424,0.9238186458971878,0.9387687566415613,0.9765608533845869,1,1,0,0,1,1,1
Grund,word,352.58797,4.742039240913478,3.9437118044387263,5,True,0.04407349625,0.9484078481826955,0.9859279511096816,0.9924813444326955,1.0300014473596815,1.934335799292377,1.9784092955423769,0,1,1,1,0.9805796778352424,0.8441474033044316,0.9387687566415613,0.811580431225796,1,0,0,0,1,1,1
Gunst,word,309.16372,4.587327114827919,3.9498230942425216,5,True,0.038645465000000004,0.9174654229655838,0.9874557735606304,0.9561108879655837,1.0261012385606305,1.9049211965262143,1.9435666615262144,0,1,1,1,0.9019072664151863,0.9807842545748884,0.8189135016045901,0.9879332320854358,1,1,0,0,1,1,1
Gusto,word,312.47186,4.730459954969444,3.9498230942425216,5,True,0.0390589825,0.9460919909938887,0.9874557735606304,0.9851509734938887,1.0265147560606305,1.9335477645545192,1.9726067470545192,0,1,1,1,0.9019072664151863,0.8567228487248699,0.8189135016045901,0.857602431418161,1,0,0,0,1,1,1
Hafer,word,299.47765,4.462528144097781,3.91798005789643,5,True,0.03743470625,0.8925056288195561,0.9794950144741075,0.9299403350695561,1.0169297207241075,1.8720006432936636,1.9094353495436636,1,1,1,1,0.8117980807463648,0.5445240279503144,0.5319320267144783,0.4267116811748575,1,1,0,1,1,1,1
